gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,country,state,city,zip_code,latitude,longitude,population,quarter,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,cltv,churn
male,71,no,yes,no,no,0,united states,california,escondido,92027,33.141265,-116.967221,48690,q3,no,0,10,offer d,yes,41.37,yes,yes,fiber optic,14,no,no,no,no,yes,yes,no,yes,month-to-month,yes,bank withdrawal,95.35,898.35,0.0,0,413.7,1312.05,1,5353,1
female,76,no,yes,no,no,0,united states,california,fallbrook,92028,33.362575,-117.299644,42239,q3,no,0,3,,yes,30.14,no,yes,dsl,6,no,no,no,no,no,no,no,no,month-to-month,no,bank withdrawal,45.0,127.1,0.0,10,90.42,227.52,3,4145,1
male,77,no,yes,yes,no,0,united states,california,lewiston,96052,40.704293,-122.803899,1845,q3,yes,1,12,offer d,yes,6.97,no,yes,fiber optic,19,no,no,no,no,no,yes,no,yes,month-to-month,yes,bank withdrawal,80.45,950.2,0.0,0,83.64,1033.84,2,5374,1
male,74,no,yes,no,no,0,united states,california,palo cedro,96073,40.582399,-122.195512,4931,q3,no,0,2,,yes,6.51,no,yes,fiber optic,11,no,yes,no,no,no,no,no,yes,month-to-month,yes,bank withdrawal,74.7,165.4,0.0,0,13.02,178.42000000000002,2,2803,1
male,77,no,yes,no,no,0,united states,california,round mountain,96084,40.923558,-122.059933,459,q3,no,0,1,,yes,49.6,yes,yes,fiber optic,20,no,no,yes,no,yes,no,no,no,month-to-month,yes,bank withdrawal,88.8,88.8,0.0,10,49.6,148.4,1,3106,1
male,76,no,yes,yes,no,0,united states,california,san diego,92130,32.957195,-117.202542,28201,q3,yes,1,13,offer d,yes,1.47,no,yes,fiber optic,5,no,yes,no,yes,no,yes,no,yes,month-to-month,yes,bank withdrawal,89.05,1169.35,0.0,0,19.11,1188.4599999999998,1,3861,1
female,77,no,yes,no,no,0,united states,california,san diego,92130,32.957195,-117.202542,28201,q3,no,0,23,offer d,yes,31.17,no,yes,fiber optic,23,no,yes,no,no,yes,yes,no,yes,month-to-month,yes,bank withdrawal,94.75,2293.6,0.0,0,716.9100000000001,3010.51,2,2740,1
female,80,no,yes,yes,no,0,united states,california,san diego,92130,32.957195,-117.202542,28201,q3,yes,1,17,offer d,yes,36.82,yes,yes,fiber optic,6,yes,no,yes,no,no,no,no,yes,month-to-month,yes,bank withdrawal,85.35,1463.45,0.0,0,625.94,2089.3900000000003,1,3209,1
male,68,no,yes,no,no,0,united states,california,san diego,92130,32.957195,-117.202542,28201,q3,no,0,17,,yes,40.93,no,yes,dsl,2,no,no,no,no,no,no,no,yes,month-to-month,yes,bank withdrawal,45.05,770.6,0.0,0,695.81,1466.41,1,3797,1
female,79,no,yes,no,no,0,united states,california,san diego,92130,32.957195,-117.202542,28201,q3,no,0,42,,yes,9.53,yes,yes,fiber optic,17,no,no,no,no,yes,no,no,yes,month-to-month,yes,bank withdrawal,84.65,3541.35,0.0,0,400.26,3941.61,2,4871,1
male,65,no,yes,no,no,0,united states,california,san diego,92130,32.957195,-117.202542,28201,q3,no,0,1,,yes,42.3,no,yes,fiber optic,16,no,no,no,no,yes,no,no,yes,month-to-month,yes,bank withdrawal,79.1,79.1,0.0,0,42.3,121.4,3,5001,1
male,68,no,yes,no,no,0,united states,california,san diego,92121,32.898613,-117.202937,4258,q3,no,0,1,offer e,yes,39.78,no,yes,cable,12,no,no,yes,no,no,no,no,yes,month-to-month,yes,mailed check,50.15,50.15,0.0,0,39.78,89.93,2,3438,1
female,72,no,yes,no,no,0,united states,california,hermosa beach,90254,33.86532,-118.396336,18693,q3,no,0,1,offer e,yes,34.51,no,yes,fiber optic,15,no,no,no,no,no,no,no,yes,month-to-month,yes,bank withdrawal,69.6,69.6,0.0,0,34.51,104.11,1,3438,1
female,66,no,yes,no,no,0,united states,california,buena park,90620,33.845706,-118.012204,44442,q3,no,0,41,,yes,27.95,yes,yes,fiber optic,23,yes,yes,yes,no,yes,yes,yes,yes,month-to-month,yes,bank withdrawal,113.2,4689.5,0.0,0,1145.95,5835.45,1,3380,1
male,68,no,yes,no,no,0,united states,california,buena park,90621,33.874224,-117.993368,33528,q3,no,0,13,,yes,26.11,no,yes,fiber optic,4,no,no,no,no,yes,yes,yes,no,month-to-month,yes,bank withdrawal,90.5,1201.15,29.84,140,339.43,1650.7400000000002,1,5394,1
male,69,no,yes,yes,no,0,united states,california,long beach,90813,33.781086,-118.199049,63136,q3,yes,1,32,,yes,5.99,yes,yes,fiber optic,23,no,no,no,no,no,yes,yes,yes,month-to-month,yes,bank withdrawal,85.0,2642.05,49.57,0,191.68,2784.16,1,4584,1
male,76,no,yes,yes,no,0,united states,california,south pasadena,91030,34.110444,-118.156957,23984,q3,yes,1,32,,yes,49.6,yes,yes,fiber optic,10,no,no,no,no,no,yes,yes,yes,month-to-month,no,bank withdrawal,85.3,2661.1,0.0,0,1587.2,4248.3,1,2712,1
male,70,no,yes,yes,no,0,united states,california,glendale,91202,34.167926,-118.267539,21990,q3,yes,1,57,,no,0.0,no,yes,cable,3,no,no,no,no,yes,yes,yes,yes,month-to-month,yes,bank withdrawal,44.85,2572.95,12.07,0,0.0,2560.88,2,5172,1
male,71,no,yes,no,no,0,united states,california,glendale,91204,34.136306,-118.26036,17015,q3,no,0,1,offer e,yes,15.28,no,yes,cable,14,no,no,no,no,no,no,no,yes,month-to-month,no,bank withdrawal,45.1,45.1,0.0,0,15.28,60.38,2,4499,1
male,75,no,yes,no,no,0,united states,california,reseda,91335,34.200175,-118.540958,68018,q3,no,0,1,offer e,no,0.0,no,yes,dsl,26,no,yes,yes,no,no,yes,no,yes,month-to-month,yes,bank withdrawal,43.3,43.3,0.0,0,0.0,43.3,3,4972,1
female,67,no,yes,no,no,0,united states,california,sylmar,91342,34.321621,-118.399841,81986,q3,no,0,38,,yes,26.1,no,yes,dsl,27,yes,yes,no,no,no,no,no,yes,month-to-month,yes,credit card,57.15,2250.65,0.0,0,991.8,3242.4500000000003,1,3110,1
female,65,no,yes,yes,no,0,united states,california,burbank,91502,34.177267,-118.31003,11517,q3,yes,1,35,,yes,15.98,yes,yes,cable,22,yes,yes,no,yes,yes,no,no,yes,month-to-month,yes,bank withdrawal,100.5,3653.35,0.0,0,559.3000000000001,4212.65,1,4745,1
female,80,no,yes,no,no,0,united states,california,north hollywood,91606,34.187599,-118.387125,45358,q3,no,0,1,offer e,yes,15.24,no,yes,dsl,14,no,no,no,no,no,no,no,yes,month-to-month,no,credit card,45.1,45.1,0.0,0,15.24,60.34,1,2740,1
male,71,no,yes,yes,no,0,united states,california,chino,91710,33.990646,-117.663025,75319,q3,yes,1,30,,yes,4.65,no,yes,dsl,29,no,yes,no,no,no,no,no,yes,month-to-month,yes,bank withdrawal,50.4,1527.5,0.0,0,139.5,1667.0,3,4795,1
female,70,no,yes,no,no,0,united states,california,claremont,91711,34.127621,-117.717863,34716,q3,no,0,5,offer e,yes,12.27,no,yes,fiber optic,20,no,no,no,no,no,yes,no,yes,month-to-month,no,bank withdrawal,78.95,378.4,0.0,0,61.35,439.75,3,4054,1
male,73,no,yes,no,no,0,united states,california,san diego,92117,32.825086,-117.199424,51213,q3,no,0,1,offer e,yes,30.17,yes,yes,fiber optic,6,no,no,no,no,yes,yes,no,yes,month-to-month,yes,bank withdrawal,93.55,93.55,0.0,0,30.17,123.72,1,5536,1
male,78,no,yes,yes,no,0,united states,california,san diego,92117,32.825086,-117.199424,51213,q3,yes,1,58,,yes,49.38,yes,yes,fiber optic,19,yes,yes,yes,no,yes,yes,no,yes,one year,yes,bank withdrawal,108.85,6287.25,0.0,0,2864.04,9151.29,1,4739,1
female,76,no,yes,no,no,0,united states,california,san diego,92117,32.825086,-117.199424,51213,q3,no,0,16,,yes,17.51,yes,yes,fiber optic,7,no,no,no,no,yes,no,no,yes,month-to-month,yes,bank withdrawal,84.75,1350.15,0.0,0,280.16,1630.3100000000002,2,5136,1
female,73,no,yes,no,no,0,united states,california,san diego,92117,32.825086,-117.199424,51213,q3,no,0,1,offer e,yes,22.5,no,yes,fiber optic,27,no,no,no,no,no,no,no,no,month-to-month,yes,bank withdrawal,69.95,69.95,0.0,10,22.5,102.45,2,3208,1
female,68,no,yes,yes,no,0,united states,california,san diego,92122,32.85723,-117.209774,34902,q3,yes,1,5,offer e,yes,47.28,yes,yes,fiber optic,11,no,yes,no,no,no,no,no,no,month-to-month,yes,bank withdrawal,81.0,371.65,40.64,10,236.4,577.41,1,4287,1
male,79,no,yes,no,no,0,united states,california,desert center,92239,33.889605,-115.257009,964,q3,no,0,21,,yes,42.27,no,yes,fiber optic,7,no,no,yes,no,yes,yes,no,yes,month-to-month,yes,bank withdrawal,96.8,2030.3,10.2,0,887.6700000000001,2907.77,1,4317,1
female,67,no,yes,no,no,0,united states,california,escondido,92027,33.141265,-116.967221,48690,q3,no,0,43,,yes,31.83,no,yes,fiber optic,10,yes,yes,no,yes,yes,yes,no,yes,month-to-month,yes,credit card,108.15,4600.7,0.0,0,1368.6899999999998,5969.389999999999,1,2833,1
female,69,no,yes,yes,no,0,united states,california,fallbrook,92028,33.362575,-117.299644,42239,q3,yes,1,32,,yes,33.74,yes,yes,fiber optic,6,no,no,no,no,yes,yes,no,yes,month-to-month,yes,bank withdrawal,93.2,2931.0,17.88,0,1079.68,3992.8,3,5247,1
female,72,no,yes,no,no,0,united states,california,wrightwood,92397,34.358321,-117.618263,4253,q3,no,0,1,offer e,yes,18.2,no,yes,fiber optic,13,no,no,no,no,no,no,no,yes,month-to-month,yes,bank withdrawal,70.55,70.55,0.0,0,18.2,88.75,3,2146,1
male,75,no,yes,yes,no,0,united states,california,moreno valley,92555,33.907361,-117.109972,12743,q3,yes,1,29,,yes,25.78,yes,yes,fiber optic,28,no,no,yes,no,yes,yes,yes,no,month-to-month,yes,bank withdrawal,98.5,3004.15,37.55,40,747.62,3754.22,3,5137,1
male,67,no,yes,yes,no,0,united states,california,murrieta,92563,33.581045,-117.14719,18311,q3,yes,1,13,,yes,31.7,yes,yes,cable,6,no,no,no,no,yes,yes,yes,yes,month-to-month,yes,bank withdrawal,95.25,1233.65,48.09,0,412.1,1597.66,1,2982,1
male,72,no,yes,yes,no,0,united states,california,nuevo,92567,33.82769,-117.102244,7344,q3,yes,1,7,,yes,8.92,yes,yes,fiber optic,17,no,no,no,no,no,no,no,yes,month-to-month,yes,credit card,74.4,527.9,32.46,0,62.44,557.88,3,4969,1
female,68,no,yes,no,no,0,united states,california,irvine,92606,33.703976,-117.824172,17621,q3,no,0,2,,yes,21.57,yes,yes,fiber optic,28,no,no,yes,no,no,yes,yes,yes,month-to-month,yes,bank withdrawal,88.55,179.25,0.0,0,43.14,222.39,1,3685,1
female,68,no,yes,no,no,0,united states,california,corona del mar,92625,33.600987,-117.862734,13422,q3,no,0,1,,yes,43.61,no,yes,fiber optic,2,no,no,no,no,yes,yes,yes,yes,month-to-month,yes,bank withdrawal,91.3,91.3,0.0,0,43.61,134.91,3,2371,1
male,75,no,yes,yes,no,0,united states,california,midway city,92655,33.744439,-117.98588,8660,q3,yes,1,7,,yes,16.05,no,yes,fiber optic,22,no,no,no,no,no,no,no,yes,month-to-month,yes,credit card,70.1,467.55,20.23,0,112.35,559.67,2,3669,1
male,74,no,yes,yes,no,0,united states,california,newport beach,92661,33.601309,-117.902304,4242,q3,yes,1,57,,yes,49.91,yes,yes,fiber optic,21,no,yes,yes,no,no,yes,no,yes,month-to-month,yes,bank withdrawal,95.25,5427.05,12.59,0,2844.87,8259.33,2,6259,1
female,78,no,yes,yes,no,0,united states,california,newport beach,92663,33.62251,-117.927024,22133,q3,yes,4,1,,yes,17.35,yes,yes,fiber optic,23,no,no,yes,no,yes,yes,no,yes,month-to-month,yes,bank withdrawal,100.8,100.8,0.0,0,17.35,118.15,1,3128,1
male,66,no,yes,yes,no,0,united states,california,santa ana,92706,33.765893,-117.881533,37879,q3,yes,2,17,,yes,1.05,no,yes,fiber optic,8,no,yes,no,no,no,no,no,yes,month-to-month,yes,bank withdrawal,76.45,1233.4,0.0,0,17.85,1251.25,1,3266,1
female,73,no,yes,no,no,0,united states,california,oak view,93022,34.404544,-119.302118,6503,q3,no,0,3,,yes,18.38,no,yes,fiber optic,20,no,no,yes,no,yes,no,no,yes,month-to-month,yes,bank withdrawal,86.85,220.95,0.0,0,55.14,276.09,2,3561,1
male,79,no,yes,yes,no,0,united states,california,santa barbara,93101,34.419203,-119.710008,31727,q3,yes,1,66,offer a,yes,28.86,yes,yes,fiber optic,25,no,no,yes,no,yes,yes,no,yes,month-to-month,yes,credit card,99.5,6822.15,0.0,0,1904.76,8726.91,1,4479,1
male,69,no,yes,yes,no,0,united states,california,santa barbara,93110,34.437945,-119.77191,15757,q3,yes,1,69,offer a,yes,48.88,yes,yes,fiber optic,4,no,yes,yes,yes,yes,yes,no,yes,two year,yes,bank withdrawal,108.4,7318.2,0.0,0,3372.7200000000003,10690.92,3,4708,1
female,65,no,yes,yes,no,0,united states,california,temecula,92592,33.507255,-117.029473,46171,q3,yes,2,15,,yes,44.13,yes,yes,fiber optic,3,no,no,yes,yes,no,no,no,no,month-to-month,yes,bank withdrawal,83.05,1258.3,0.0,110,661.95,2030.25,3,2596,1
female,68,no,yes,no,no,0,united states,california,terra bella,93270,35.939068,-119.043666,5868,q3,no,0,56,,yes,34.58,yes,yes,fiber optic,4,no,yes,yes,no,yes,yes,no,yes,one year,yes,bank withdrawal,104.75,5510.65,0.0,0,1936.48,7447.129999999999,3,5605,1
female,79,no,yes,no,no,0,united states,california,temecula,92592,33.507255,-117.029473,46171,q3,no,0,21,,yes,21.15,yes,yes,fiber optic,9,no,no,no,no,yes,yes,no,yes,month-to-month,yes,bank withdrawal,94.25,1973.75,0.0,0,444.15,2417.9,2,4819,1
female,80,no,yes,no,no,0,united states,california,bradley,93426,35.842889,-121.004862,1363,q3,no,0,1,,yes,47.97,no,yes,fiber optic,8,no,no,no,no,no,no,no,yes,month-to-month,yes,bank withdrawal,70.15,70.15,0.0,0,47.97,118.12,2,2825,1
male,77,no,yes,yes,no,0,united states,california,nipomo,93444,35.050345,-120.489599,15405,q3,yes,3,32,,yes,7.92,yes,yes,fiber optic,3,no,yes,yes,no,yes,yes,no,yes,month-to-month,no,bank withdrawal,106.35,3520.75,0.0,0,253.44,3774.19,2,4113,1
female,65,no,yes,yes,no,0,united states,california,lee vining,93541,37.890145,-119.184087,504,q3,yes,1,40,,yes,49.5,yes,yes,fiber optic,20,no,no,no,no,yes,yes,yes,yes,month-to-month,yes,credit card,94.55,3640.45,0.0,0,1980.0,5620.45,1,5676,1
male,66,no,yes,no,no,0,united states,california,palmdale,93591,34.598221,-117.79593,6787,q3,no,0,2,,no,0.0,no,yes,dsl,6,no,no,no,no,no,no,no,yes,month-to-month,yes,credit card,24.45,47.5,0.0,0,0.0,47.5,3,5573,1
male,75,no,yes,no,no,0,united states,california,clovis,93612,36.814539,-119.711868,33856,q3,no,0,7,,yes,39.51,yes,yes,fiber optic,13,no,no,no,no,yes,no,no,no,month-to-month,yes,bank withdrawal,84.8,546.95,0.0,0,276.57,823.52,3,2015,1
female,74,no,yes,no,no,0,united states,california,cutler,93615,36.497895,-119.285484,5519,q3,no,0,31,,yes,39.36,yes,yes,fiber optic,4,no,yes,no,no,yes,yes,no,yes,month-to-month,yes,bank withdrawal,99.95,3186.65,0.0,0,1220.16,4406.81,3,5362,1
female,80,no,yes,no,no,0,united states,california,dunlap,93621,36.789213,-119.140338,506,q3,no,0,14,,yes,29.96,yes,yes,fiber optic,7,no,yes,yes,no,yes,yes,no,yes,month-to-month,yes,bank withdrawal,104.85,1531.4,0.0,0,419.44,1950.84,1,2292,1
male,74,no,yes,no,no,0,united states,california,fowler,93625,36.625792,-119.672483,5635,q3,no,0,15,,yes,23.53,yes,yes,fiber optic,9,no,no,no,no,no,no,no,yes,month-to-month,yes,credit card,74.2,1133.9,43.31,0,352.95000000000005,1443.5400000000002,1,4553,1
male,70,no,yes,yes,no,0,united states,california,south dos palos,93665,36.959731,-120.653519,343,q3,no,0,59,,yes,10.78,yes,yes,fiber optic,15,no,no,no,no,yes,yes,no,yes,month-to-month,yes,bank withdrawal,93.85,5574.75,8.13,0,636.02,6202.639999999999,2,5390,1
male,76,no,yes,yes,no,0,united states,california,tranquillity,93668,36.635661,-120.288644,1130,q3,yes,3,46,,yes,49.11,yes,yes,fiber optic,17,yes,yes,yes,no,yes,no,no,yes,month-to-month,yes,bank withdrawal,100.7,4541.2,46.64,0,2259.06,6753.619999999999,1,5712,1
female,72,no,yes,no,no,0,united states,california,jolon,93928,35.930782,-121.189757,254,q3,no,0,25,,yes,36.36,yes,yes,fiber optic,6,no,yes,no,no,no,yes,no,yes,month-to-month,yes,bank withdrawal,89.7,2187.55,23.33,0,909.0,3073.2200000000003,3,4078,1
female,66,no,yes,no,no,0,united states,california,lockwood,93932,35.989792,-121.055933,538,q3,no,0,16,,yes,32.11,yes,yes,fiber optic,14,no,no,no,no,yes,yes,no,yes,month-to-month,yes,bank withdrawal,96.4,1581.2,47.2,0,513.76,2047.76,3,2688,1
male,75,no,yes,no,no,0,united states,california,marina,93933,36.689582,-121.758398,21759,q3,no,0,1,,yes,41.2,no,yes,fiber optic,15,no,no,no,no,no,no,no,no,month-to-month,yes,bank withdrawal,69.5,69.5,0.0,80,41.2,190.7,2,3273,1
male,65,no,yes,yes,no,0,united states,california,san lucas,93954,36.125529,-120.864443,521,q3,yes,1,36,,yes,24.54,yes,yes,fiber optic,5,no,no,no,no,no,yes,yes,yes,month-to-month,yes,credit card,85.25,3132.75,0.0,0,883.4399999999999,4016.19,2,3041,1
male,79,no,yes,no,no,0,united states,california,daly city,94015,37.680844,-122.48131,63337,q3,no,0,45,,yes,10.67,no,yes,dsl,17,yes,no,yes,no,no,yes,no,yes,one year,no,credit card,62.7,2791.5,0.0,0,480.15,3271.65,1,2654,1
male,73,no,yes,no,no,0,united states,california,san francisco,94109,37.794487,-122.42227,56330,q3,no,0,25,offer c,yes,46.34,yes,yes,fiber optic,22,no,yes,yes,no,yes,yes,no,yes,month-to-month,no,credit card,105.95,2655.25,0.0,0,1158.5,3813.75,2,4283,1
male,79,no,yes,no,no,0,united states,california,san francisco,94123,37.800254,-122.436975,22920,q3,no,0,39,offer c,yes,41.93,yes,yes,fiber optic,23,no,no,no,no,yes,yes,no,no,month-to-month,yes,bank withdrawal,95.65,3759.05,0.0,150,1635.27,5544.32,1,4892,1
female,70,no,yes,yes,no,0,united states,california,san francisco,94130,37.820894,-122.369725,1458,q3,yes,1,31,offer c,yes,47.95,no,yes,fiber optic,21,no,no,yes,yes,yes,yes,no,yes,month-to-month,yes,bank withdrawal,98.9,2911.3,0.0,0,1486.45,4397.75,2,4050,1
male,71,no,yes,no,no,0,united states,california,san mateo,94402,37.556634,-122.317723,23393,q3,no,0,3,,yes,30.25,yes,yes,fiber optic,28,no,no,no,no,no,no,no,yes,month-to-month,yes,bank withdrawal,76.05,231.8,0.0,0,90.75,322.55,1,2930,1
male,69,no,yes,no,no,0,united states,california,concord,94520,38.013825,-122.039144,36186,q3,no,0,1,,yes,33.84,no,yes,fiber optic,5,no,no,no,no,no,no,no,yes,month-to-month,yes,bank withdrawal,69.75,69.75,0.0,0,33.84,103.59,1,5057,1
female,70,no,yes,no,no,0,united states,california,hayward,94542,37.656695,-122.048361,11147,q3,no,0,33,offer c,yes,17.24,yes,yes,fiber optic,25,no,yes,yes,yes,yes,yes,yes,no,month-to-month,yes,bank withdrawal,110.45,3655.45,0.0,70,568.92,4294.37,1,3401,1
male,71,no,yes,yes,no,0,united states,california,napa,94559,38.232389,-122.324944,26894,q3,yes,1,7,,yes,42.92,yes,yes,fiber optic,2,no,no,yes,no,yes,yes,yes,yes,month-to-month,yes,bank withdrawal,99.25,665.45,0.0,0,300.44,965.89,2,2487,1
male,67,no,yes,no,no,0,united states,california,el sobrante,94803,37.963995,-122.288296,25399,q3,no,0,19,,yes,16.78,yes,yes,fiber optic,15,no,no,yes,no,no,no,no,yes,month-to-month,yes,bank withdrawal,79.85,1471.75,0.0,0,318.82000000000005,1790.5700000000002,3,3715,1
male,67,no,yes,yes,no,0,united states,california,san rafael,94901,37.972662,-122.491452,40239,q3,yes,2,8,,yes,26.99,no,yes,fiber optic,2,no,no,no,no,yes,no,no,yes,month-to-month,yes,credit card,80.45,583.45,0.0,0,215.92,799.37,1,3443,1
female,69,no,yes,no,no,0,united states,california,novato,94945,38.135897,-122.563683,16429,q3,no,0,13,offer d,yes,7.22,yes,yes,fiber optic,28,yes,no,no,no,yes,yes,no,yes,month-to-month,yes,bank withdrawal,100.8,1308.1,0.0,0,93.86,1401.9599999999998,1,3269,1
male,75,no,yes,no,no,0,united states,california,stinson beach,94970,37.921137,-122.657562,781,q3,no,0,10,offer d,yes,7.51,no,yes,fiber optic,18,no,no,no,no,no,yes,no,yes,month-to-month,yes,bank withdrawal,79.25,793.55,0.0,0,75.1,868.65,1,3856,1
male,67,no,yes,no,no,0,united states,california,los gatos,95032,37.233034,-121.947427,24443,q3,no,0,5,,yes,45.72,no,yes,fiber optic,6,no,no,no,no,yes,yes,no,yes,month-to-month,yes,bank withdrawal,89.5,477.7,0.0,0,228.6,706.3,2,2718,1
male,66,no,yes,yes,no,0,united states,california,moss landing,95039,36.863303,-121.781632,899,q3,no,0,1,,yes,38.78,yes,yes,fiber optic,23,no,no,no,no,yes,no,no,yes,month-to-month,yes,bank withdrawal,86.05,86.05,0.0,0,38.78,124.83,1,4843,1
female,67,no,yes,no,no,0,united states,california,san jose,95110,37.34667,-121.910019,18197,q3,no,0,10,offer d,no,0.0,no,yes,dsl,4,no,no,no,no,no,yes,no,yes,month-to-month,yes,bank withdrawal,34.7,329.8,0.0,0,0.0,329.8,1,3244,1
male,71,no,yes,yes,no,0,united states,california,san jose,95126,37.327069,-121.916819,27023,q3,yes,1,53,,yes,21.67,yes,yes,cable,6,yes,no,no,yes,no,no,no,no,one year,yes,bank withdrawal,60.05,3229.65,0.0,100,1148.51,4478.16,1,5271,1
male,74,no,yes,yes,no,0,united states,california,san jose,95127,37.375156,-121.795867,60620,q3,yes,1,16,offer d,yes,26.12,no,yes,fiber optic,8,no,yes,no,no,no,no,no,yes,month-to-month,yes,credit card,74.3,1178.25,0.0,0,417.92,1596.17,1,2076,1
female,70,no,yes,no,no,0,united states,california,stockton,95207,38.002125,-121.324979,49965,q3,no,0,9,,yes,17.56,yes,yes,fiber optic,27,no,no,no,no,no,no,no,yes,month-to-month,yes,bank withdrawal,74.55,622.9,33.25,0,158.04,747.6899999999999,1,3145,1
male,76,no,yes,yes,no,0,united states,california,angels camp,95222,38.071327,-120.632221,4264,q3,yes,1,32,offer c,yes,43.51,yes,yes,fiber optic,22,no,no,yes,yes,yes,yes,no,yes,month-to-month,yes,bank withdrawal,104.9,3351.55,33.73,0,1392.32,4710.14,1,3966,1
male,67,no,yes,yes,no,0,united states,california,sheep ranch,95250,38.244806,-120.417301,88,q3,yes,1,1,,yes,17.36,yes,yes,fiber optic,29,no,no,no,no,no,no,no,no,month-to-month,yes,bank withdrawal,74.4,74.4,0.0,30,17.36,121.76,3,5429,1
male,80,no,yes,no,no,0,united states,california,ballico,95303,37.4695,-120.672724,809,q3,no,0,8,,yes,14.89,no,yes,fiber optic,20,no,no,no,no,no,no,no,yes,month-to-month,yes,bank withdrawal,69.7,560.85,0.0,0,119.12,679.97,1,3068,1
female,67,no,yes,yes,no,0,united states,california,catheys valley,95306,37.394411,-120.127262,986,q3,yes,1,12,offer d,yes,30.63,yes,yes,fiber optic,27,no,yes,yes,no,yes,no,no,yes,month-to-month,yes,bank withdrawal,98.1,1060.2,49.06,0,367.56,1378.7,3,2709,1
female,68,no,yes,yes,no,0,united states,california,hickman,95323,37.605926,-120.69955,1055,q3,yes,1,4,,yes,18.91,yes,yes,fiber optic,20,yes,no,no,no,yes,yes,no,yes,month-to-month,yes,bank withdrawal,99.6,347.65,25.79,0,75.64,397.5,1,4708,1
male,69,no,yes,yes,no,0,united states,california,soulsbyville,95372,37.990574,-120.261821,1519,q3,yes,1,70,,yes,17.45,yes,yes,fiber optic,20,no,yes,yes,no,yes,yes,no,yes,month-to-month,yes,bank withdrawal,102.95,7101.5,15.24,0,1221.5,8307.76,1,5005,1
